345026691125,3
345248058175,8
345249658150,8
345253523195,3
345256689195,9
819124524524,7
822223410684,7
978440241584,9
978897934893,0
1590590583203,1
6780763744984,6
6781182123742,4
9181893687851,1
9780000001573,7
9780000022226,0
9780000186102,4
9780000405685,3
9780000884763,10
9780001001220,6
9780001001244,9
9780001001688,9
9780001001787,6
9780001001817,4
9780001004320,1
9780001004481,6
9780001033320,1
9780001061101,10
9780001071834,7
9780001211070,2
9780001232075,0
9780001232709,10
9780001254220,4
9780001360570,5
9780001484641,7
9780001576735,5
9780001605459,6
9780001700222,1
9780001714403,5
9780001839069,2
9780001841345,4
9780001846036,1
9780001851245,7
9780001857285,7
9780001857308,3
9780001900714,9
9780001900721,10
9780001922464,8
9780001933804,7
9780001939950,3
9780001941953,0
9780001942097,2
9780001942295,1
9780001942615,6
9780001950443,6
9780001954434,9
9780001955042,7
9780001956506,5
9780001979154,6
9780001981300,1
9780002005012,6
9780002005456,4
9780002005913,1
9780002008488,2
9780002110181,4
9780002110907,1
9780002111638,8
9780002111720,1
9780002111751,3
9780002112253,10
9780002112727,5
9780002113564,8
9780002113700,7
9780002116251,2
9780002118156,8
9780002118576,9
9780002119337,6
9780002151238,6
9780002151665,8
9780002151719,5
9780002152303,7
9780002153331,2
9780002154086,2
9780002154581,3
9780002154604,9
9780002155304,8
9780002156714,2
9780002156769,9
9780002156783,5
9780002157285,6
9780002157803,10
9780002157858,1
9780002157872,8
9780002158688,2
9780002158695,4
9780002159388,0
9780002159562,7
9780002159913,9
9780002160063,3
9780002160322,7
9780002161459,9
9780002161947,7
9780002162456,7
9780002162630,3
9780002163460,4
9780002164344,0
9780002165198,0
9780002165433,5
9780002166157,6
9780002166676,7
9780002166829,6
9780002166867,6
9780002166928,4
9780002167420,8
9780002167536,7
9780002168021,2
9780002168151,5
9780002170314,8
9780002171229,8
9780002171892,6
9780002171908,8
9780002172196,9
9780002172257,6
9780002172738,6
9780002172820,1
9780002173452,9
9780002173650,3
9780002173803,1
9780002173940,8
9780002174336,6
9780002174664,10
9780002174688,9
9780002175173,7
9780002175319,8
9780002175364,5
9780002175555,6
9780002176422,1
9780002176514,2
9780002176569,0
9780002176637,8
9780002177054,3
9780002177511,8
9780002177634,5
9780002177931,2
9780002178969,9
9780002179034,9
9780002179089,3
9780002179096,3
9780002179102,1
9780002179195,0
9780002179485,1
9780002179683,7
9780002179690,1
9780002179812,3
9780002179829,5
9780002180481,2
9780002184373,2
9780002189200,2
9780002190695,1
9780002191791,8
9780002192019,4
9780002193436,2
9780002197694,6
9780002198271,5
9780002211802,7
9780002218429,6
9780002218849,9
9780002218931,10
9780002219471,10
9780002220316,5
9780002220767,8
9780002222020,0
9780002222754,1
9780002223928,5
9780002224758,0
9780002226349,3
9780002226394,5
9780002228053,5
9780002228558,6
9780002230865,3
9780002231855,9
9780002231930,3
9780002232944,7
9780002233521,6
9780002235723,1
9780002236515,0
9780002236782,2
9780002237031,8
9780002240178,8
9780002240246,8
9780002241939,9
9780002243018,8
9780002245715,1
9780002245753,10
9780002246774,3
9780002250269,2
9780002250290,8
9780002250436,8
9780002250504,2
9780002250511,2
9780002250535,9
9780002250559,2
9780002250566,1
9780002250665,10
9780002250757,10
9780002250788,2
9780002250801,1
9780002250832,5
9780002250856,0
9780002250900,0
9780002250955,9
9780002250986,6
9780002251006,8
9780002251044,4
9780002251112,3
9780002251181,8
9780002251211,4
9780002251488,1
9780002251587,1
9780002251730,6
9780002251785,7
9780002251891,1
9780002252003,4
9780002252287,5
9780002252317,9
9780002253499,1
9780002254373,5
9780002257435,7
9780002257534,5
9780002257879,7
9780002258531,2
9780002258548,10
9780002259002,9
9780002259460,2
9780002259477,2
9780002259606,1
9780002259835,6
9780002261791,10
9780002314152,9
9780002315395,7
9780002319331,8
9780002320900,8
9780002323659,4
9780002324014,8
9780002324281,4
9780002326094,7
9780002326209,5
9780002326322,9
9780002326346,6
9780002326612,5
9780002326872,3
9780002550567,1
9780002550581,3
9780002550819,5
9780002551106,3
9780002551199,2
9780002551441,3
9780002551489,9
9780002551526,3
9780002551663,6
9780002552240,7
9780002552264,5
9780002552271,6
9780002552318,1
9780002552493,5
9780002552516,9
9780002552523,4
9780002553360,1
9780002553377,8
9780002553384,3
9780002553438,1
9780002553452,5
9780002553667,1
9780002553681,6
9780002553957,7
9780002554046,5
9780002554534,4
9780002554572,0
9780002554596,4
9780002554671,8
9780002554688,6
9780002554756,1
9780002554817,0
9780002554848,4
9780002554909,2
9780002554923,8
9780002557238,4
9780002559171,5
9780002570800,1
9780002570817,0
9780002571364,8
9780002582025,0
9780002613514,1
9780002615075,10
9780002618205,1
9780002622523,4
9780002626118,4
9780002710480,7
9780002710633,5
9780002711197,9
9780002711715,9
9780002711746,8
9780002712170,8
9780002712255,8
9780002712279,3
9780002712378,7
9780002712897,6
9780002713696,5
9780002720861,4
9780002721530,1
9780002721745,4
9780002723114,1
9780002723381,6
9780002724470,3
9780002726870,4
9780002730150,2
9780002750660,5
9780003020564,8
9780003032222,2
9780003032277,4
9780003034066,5
9780003187878,8
9780003222692,3
9780003252224,9
9780003272161,8
9780003293357,2
9780003293456,2
9780003293500,9
9780003705218,8
9780003705652,5
9780004105512,8
9780004111179,9
9780004111186,9
9780004115733,7
9780004117768,3
9780004120201,1
9780004121130,1
9780004123295,3
9780004126296,4
9780004126845,1
9780004332055,2
9780004334028,5
9780004334219,8
9780004334240,8
9780004334264,9
9780004334509,8
9780004339030,1
9780004339238,10
